year,duration,NAR,block,treat,NP,np,NR,ESNpie,beta,gamma,ANPP,BNPP,PAR
2020,3,2,5,2,0,N0P0,2,2.653742429,0.2966146,38,196.65,18.19,36.65
2020,3,0,5,2,0,N0P0,0,3.327825306,0.4475146,36,266.78,67.56,41.36
2020,3,0,5,1,0,N0P0,0,1.562983875,0.2580695,33,227.48,101.34,13.57
2020,3,3,5,3,2,N1P1,1,1.286727392,0.3248435,29,130.18,23.39,1.2
2020,3,4,5,1,0,N0P0,4,3.58987797,0.3129501,37,210.66,64.96,13.87
2020,3,7,5,1,1,N1P0,6,0.574348046,0.3786252,28,349.36,57.17,4.69
2020,3,7,5,3,2,N1P1,5,1.07750884,0.3233501,26,422.87,93.54,0.7
2020,3,8,5,3,2,N1P1,6,1.028726264,0.3975384,22,329.26,311.81,6.21
2020,3,2,5,3,2,N1P1,0,1.087159681,0.3307042,29,325.91,213.07,4.4
2020,3,4,5,3,1,N1P0,3,1.227931854,0.1591422,30,163.93,80.55,9.18
2020,3,3,5,1,0,N0P0,3,3.354360987,0.3488697,32,192.2,218.27,39.01
2020,3,6,5,3,2,N1P1,4,1.122545041,0.3808058,25,414.56,75.35,6.91
2020,3,2,5,1,0,N0P0,2,3.037951069,0.3642129,42,208.29,41.58,19.81
2020,3,6,5,1,1,N1P0,5,1.901321347,0.3006646,25,342.09,101.34,2.13
2020,3,5,5,2,1,N1P0,4,1.687170265,0.2675955,28,228.4,111.73,6.35
2020,3,7,5,2,2,N1P1,5,1.228615646,0.4341098,27,163.95,431.34,11.56
2020,3,5,5,3,2,N1P1,3,1.18922486,0.2538364,24,188.56,90.95,14.93
2020,3,6,5,2,2,N1P1,4,1.494423677,0.3736301,22,265.89,189.69,5.8
2020,3,3,5,2,0,N0P0,3,3.722009794,0.2814538,41,225.11,103.94,45.26
